"1012.0,""0.551, 0.525, 0.525, 0.584, 0.552, 0.525, 0.521, 0.551, 0.594, 0.552"",""0.503, 0.503, 0.503, 0.503, 0.503, 0.503, 0.503, 0.503, 0.503, 0.502"",""0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8"",""[14.969], [16.497], [15.026], [14.507], [16.689], [18.356], [20.832], [18.539], [15.628], [22.658]"",""-0.0, -0.0, -0.0, 0.0, 0.0, 0.0, 0.0, -0.0, 0.0, 0.0"","", "",6,"", "",35.782";;;;;;;;;
"1007.0,""0.601, 0.523, 0.526, 0.551, 0.579, 0.524, 0.523, 0.571, 0.524, 0.554"",""0.503, 0.503, 0.504, 0.503, 0.503, 0.503, 0.503, 0.503, 0.503, 0.503"",""0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8"",""[15.291], [17.998], [14.685], [16.844], [15.093], [19.201], [19.418], [23.586], [19.028], [17.422]"",""0.0, -0.0, 0.0, 0.0, -0.0, 0.0, -0.0, 0.0, 0.0, -0.0"","", "",6,"", "",33.805";;;;;;;;;
"959.5,""0.552, 0.525, 0.526, 0.552, 0.563, 0.524, 0.522, 0.551, 0.583, 0.554"",""0.503, 0.503, 0.504, 0.503, 0.503, 0.503, 0.503, 0.503, 0.503, 0.503"",""0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8"",""[14.95], [16.913], [13.818], [16.254], [16.617], [18.548], [19.847], [18.78], [15.521], [16.758]"",""-0.0, -0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0"","", "",6,"", "",41.621";;;;;;;;;
"1078.5,""0.621, 0.525, 0.522, 0.606, 0.603, 0.52, 0.577, 0.562, 0.526, 0.584"",""0.503, 0.503, 0.503, 0.503, 0.503, 0.502, 0.502, 0.503, 0.503, 0.503"",""0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8"",""[22.755], [18.415], [20.637], [25.826], [13.541], [23.951], [22.65], [19.262], [17.084], [17.733]"",""-0.0, -0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, -0.0, 0.0"","", "",8,"", "",42.558";;;;;;;;;
"1034.5,""0.629, 0.523, 0.593, 0.661, 0.654, 0.523, 0.52, 0.678, 0.523, 0.542"",""0.503, 0.503, 0.503, 0.503, 0.503, 0.503, 0.503, 0.502, 0.503, 0.503"",""0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8"",""[35.981], [21.528], [19.823], [22.869], [36.81], [24.216], [26.096], [37.465], [21.252], [24.36]"",""-0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0"","", "",8,"", "",36.24";;;;;;;;;
"956.0,""0.553, 0.578, 0.525, 0.567, 0.552, 0.525, 0.521, 0.555, 0.525, 0.555"",""0.503, 0.504, 0.503, 0.504, 0.503, 0.503, 0.503, 0.503, 0.503, 0.503"",""0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8"",""[14.301], [13.914], [15.639], [14.607], [16.684], [17.407], [20.88], [17.463], [15.113], [15.101]"",""-0.0, -0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0"","", "",6,"", "",45.04";;;;;;;;;
"979.5,""0.546, 0.523, 0.527, 0.55, 0.547, 0.583, 0.521, 0.555, 0.525, 0.557"",""0.503, 0.503, 0.504, 0.503, 0.503, 0.503, 0.502, 0.503, 0.503, 0.503"",""0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8"",""[16.745], [17.714], [13.575], [17.57], [18.039], [18.636], [21.03], [17.699], [17.163], [14.368]"",""-0.0, -0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0"","", "",6,"", "",42.299";;;;;;;;;
"952.5,""0.559, 0.525, 0.522, 0.57, 0.548, 0.525, 0.586, 0.551, 0.526, 0.553"",""0.503, 0.503, 0.503, 0.503, 0.503, 0.503, 0.503, 0.503, 0.503, 0.503"",""0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8"",""[15.693], [16.488], [16.779], [19.583], [17.027], [18.351], [16.61], [18.345], [15.61], [17.699]"",""0.0, -0.0, -0.0, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, 0.0"","", "",6,"", "",39.266";;;;;;;;;
"975.0,""0.552, 0.525, 0.526, 0.552, 0.552, 0.54, 0.521, 0.551, 0.586, 0.552"",""0.503, 0.503, 0.504, 0.503, 0.503, 0.503, 0.503, 0.503, 0.503, 0.503"",""0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8"",""[14.915], [16.874], [13.827], [16.264], [16.234], [18.913], [20.478], [18.598], [15.51], [17.894]"",""-0.0, -0.0, -0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0"","", "",6,"", "",36.536";;;;;;;;;
"1059.5,""0.576, 0.524, 0.518, 0.567, 0.555, 0.521, 0.585, 0.547, 0.525, 0.568"",""0.503, 0.503, 0.503, 0.503, 0.504, 0.502, 0.502, 0.502, 0.503, 0.503"",""0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8"",""[15.588], [19.753], [23.951], [20.921], [16.563], [21.106], [20.95], [26.479], [16.647], [17.339]"",""-0.0, -0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0"","", "",7,"", "",37.669";;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
737;848;858;835;780;802;815;776;797;841
