"1117.5,""0.566, 0.605, 0.519, 0.554, 0.671, 0.523, 0.541, 0.563, 0.526, 0.569"",""0.503, 0.503, 0.503, 0.503, 0.502, 0.503, 0.503, 0.503, 0.504, 0.503"",""0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8"",""[22.812], [17.794], [25.29], [22.822], [24.277], [19.404], [17.226], [21.976], [15.869], [21.44]"",""-0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, 0.0"","", "",7,"", "",44.675";;;;;;;;;
"1028.5,""0.552, 0.518, 0.525, 0.541, 0.544, 0.522, 0.525, 0.564, 0.593, 0.546"",""0.503, 0.503, 0.503, 0.503, 0.503, 0.503, 0.503, 0.502, 0.503, 0.503"",""0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8"",""[15.384], [23.85], [15.934], [17.037], [21.665], [22.047], [19.22], [23.425], [14.437], [21.231]"",""-0.0, 0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, -0.0"","", "",5,"", "",34.732";;;;;;;;;
"1037.5,""0.552, 0.517, 0.525, 0.541, 0.546, 0.523, 0.525, 0.564, 0.595, 0.545"",""0.503, 0.503, 0.503, 0.503, 0.502, 0.503, 0.503, 0.502, 0.503, 0.503"",""0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8"",""[15.324], [24.165], [15.932], [17.028], [21.834], [21.945], [19.087], [23.792], [14.445], [21.591]"",""-0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0"","", "",7,"", "",39.369";;;;;;;;;
"1053.5,""0.553, 0.518, 0.582, 0.546, 0.569, 0.527, 0.524, 0.58, 0.522, 0.547"",""0.503, 0.503, 0.503, 0.503, 0.503, 0.504, 0.503, 0.503, 0.503, 0.503"",""0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8"",""[19.584], [24.159], [16.844], [22.306], [17.865], [14.527], [20.141], [20.008], [22.974], [20.125]"",""0.0, 0.0, 0.0, 0.0, -0.0, -0.0, -0.0, -0.0, 0.0, 0.0"","", "",6,"", "",43.604";;;;;;;;;
"1083.5,""0.559, 0.52, 0.522, 0.616, 0.547, 0.524, 0.522, 0.563, 0.523, 0.565"",""0.503, 0.503, 0.503, 0.503, 0.502, 0.503, 0.503, 0.502, 0.503, 0.503"",""0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8"",""[13.947], [20.754], [20.887], [20.517], [21.786], [19.714], [22.222], [25.75], [19.299], [24.098]"",""-0.0, -0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0"","", "",6,"", "",31.649";;;;;;;;;
"1008.0,""0.592, 0.52, 0.522, 0.556, 0.55, 0.527, 0.526, 0.563, 0.516, 0.551"",""0.504, 0.503, 0.503, 0.503, 0.503, 0.504, 0.503, 0.502, 0.502, 0.503"",""0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8"",""[14.28], [21.249], [19.813], [17.741], [19.169], [14.271], [16.788], [21.265], [24.281], [19.16]"",""0.0, -0.0, -0.0, 0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0"","", "",6,"", "",46.476";;;;;;;;;
"983.5,""0.557, 0.522, 0.524, 0.6, 0.552, 0.525, 0.523, 0.549, 0.522, 0.55"",""0.504, 0.503, 0.503, 0.503, 0.503, 0.504, 0.503, 0.503, 0.503, 0.503"",""0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8"",""[12.546], [19.714], [15.486], [16.238], [17.487], [15.34], [20.908], [19.862], [18.186], [20.38]"",""-0.0, -0.0, -0.0, 0.0, -0.0, -0.0, 0.0, 0.0, 0.0, 0.0"","", "",6,"", "",42.928";;;;;;;;;
"985.0,""0.577, 0.521, 0.525, 0.546, 0.565, 0.569, 0.527, 0.557, 0.527, 0.552"",""0.504, 0.503, 0.504, 0.503, 0.502, 0.503, 0.503, 0.502, 0.503, 0.503"",""0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8"",""[13.664], [19.986], [14.912], [19.384], [21.663], [14.896], [15.557], [20.736], [15.808], [16.202]"",""-0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0"","", "",8,"", "",44.134";;;;;;;;;
"1013.0,""0.569, 0.521, 0.519, 0.604, 0.586, 0.527, 0.526, 0.546, 0.523, 0.565"",""0.503, 0.503, 0.503, 0.503, 0.503, 0.504, 0.503, 0.503, 0.503, 0.503"",""0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8"",""[15.955], [20.549], [19.95], [17.716], [21.669], [14.586], [16.947], [20.495], [20.154], [18.366]"",""-0.0, -0.0, -0.0, 0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0"","", "",6,"", "",41.839";;;;;;;;;
"1079.0,""0.553, 0.522, 0.525, 0.548, 0.545, 0.521, 0.52, 0.561, 0.604, 0.548"",""0.504, 0.503, 0.503, 0.503, 0.502, 0.503, 0.503, 0.502, 0.503, 0.503"",""0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8"",""[14.779], [19.302], [15.615], [18.195], [23.381], [24.022], [23.762], [25.386], [14.216], [19.796]"",""-0.0, -0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0"","", "",6,"", "",37.118";;;;;;;;;
