"996.5,""0.518, 0.469, 0.453, 0.57, 0.515, 0.478, 0.478, 0.529, 0.518, 0.521"",""0.464, 0.447, 0.432, 0.469, 0.464, 0.447, 0.454, 0.453, 0.495, 0.464"",""0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8"",""[13.396], [15.812], [15.8], [13.476], [14.835], [16.516], [16.244], [16.022], [15.98], [15.996]"",""-0.0, -0.0, -0.0, 0.0, 0.0, 0.0, -0.0, 0.0, -0.0, -0.0"","", "",5,"", "",46.118"
"1037.0,""0.498, 0.492, 0.489, 0.578, 0.495, 0.502, 0.476, 0.539, 0.485, 0.5"",""0.45, 0.458, 0.468, 0.472, 0.44, 0.484, 0.45, 0.488, 0.463, 0.445"",""0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8"",""[16.443], [18.543], [17.191], [13.863], [14.542], [21.286], [14.936], [16.773], [15.165], [16.753]"",""-0.0, -0.0, -0.0, 0.0, -0.0, 0.0, -0.0, -0.0, -0.0, 0.0"","", "",7,"", "",41.438"
"1071.0,""0.615, 0.502, 0.497, 0.543, 0.54, 0.533, 0.508, 0.567, 0.477, 0.533"",""0.481, 0.485, 0.476, 0.481, 0.493, 0.459, 0.486, 0.477, 0.456, 0.482"",""0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8"",""[13.069], [20.563], [16.52], [12.766], [17.656], [18.1], [17.468], [23.802], [20.391], [18.38]"",""0.0, -0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0"","", "",6,"", "",40.951"
"1053.0,""0.52, 0.524, 0.489, 0.538, 0.536, 0.474, 0.48, 0.542, 0.557, 0.577"",""0.471, 0.492, 0.472, 0.491, 0.486, 0.449, 0.457, 0.459, 0.478, 0.487"",""0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8"",""[14.822], [20.583], [19.856], [18.005], [17.059], [16.796], [18.29], [14.96], [18.079], [18.826]"",""-0.0, 0.0, -0.0, 0.0, -0.0, 0.0, 0.0, -0.0, 0.0, 0.0"","", "",6,"", "",38.228"
"1024.5,""0.548, 0.539, 0.48, 0.562, 0.492, 0.451, 0.472, 0.496, 0.497, 0.527"",""0.47, 0.468, 0.461, 0.458, 0.435, 0.429, 0.449, 0.442, 0.474, 0.472"",""0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8"",""[11.759], [14.657], [17.094], [23.32], [13.879], [16.687], [18.113], [18.009], [17.514], [15.671]"",""-0.0, 0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, -0.0"","", "",5,"", "",38.965"
"1007.5,""0.514, 0.492, 0.531, 0.525, 0.515, 0.476, 0.492, 0.518, 0.51, 0.487"",""0.464, 0.469, 0.455, 0.469, 0.466, 0.443, 0.468, 0.463, 0.488, 0.43"",""0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8"",""[13.676], [14.397], [15.675], [13.438], [15.131], [16.745], [16.442], [16.318], [16.794], [16.174]"",""-0.0, -0.0, -0.0, 0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0"","", "",6,"", "",44.678"
"1033.0,""0.497, 0.466, 0.518, 0.502, 0.451, 0.475, 0.483, 0.502, 0.477, 0.526"",""0.444, 0.441, 0.44, 0.444, 0.42, 0.455, 0.46, 0.447, 0.454, 0.47"",""0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8"",""[12.062], [13.256], [15.345], [12.733], [15.245], [18.106], [16.666], [18.963], [16.254], [15.05]"",""-0.0, -0.0, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, -0.0, 0.0"","", "",5,"", "",37.406"
"1058.0,""0.489, 0.47, 0.463, 0.56, 0.451, 0.455, 0.477, 0.506, 0.471, 0.528"",""0.468, 0.446, 0.443, 0.443, 0.413, 0.435, 0.456, 0.456, 0.447, 0.454"",""0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8"",""[14.752], [14.081], [17.533], [12.388], [14.664], [18.055], [17.672], [19.374], [15.759], [16.773]"",""0.0, -0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0"","", "",5,"", "",32.269"
"1061.0,""0.538, 0.484, 0.482, 0.559, 0.525, 0.441, 0.497, 0.517, 0.585, 0.543"",""0.485, 0.463, 0.465, 0.492, 0.474, 0.42, 0.474, 0.455, 0.482, 0.483"",""0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8"",""[19.234], [16.148], [20.995], [18.113], [19.792], [18.684], [16.937], [19.804], [15.371], [17.562]"",""0.0, -0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0"","", "",7,"", "",44.765"
"1051.5,""0.529, 0.492, 0.487, 0.521, 0.525, 0.555, 0.498, 0.506, 0.477, 0.485"",""0.479, 0.473, 0.47, 0.472, 0.459, 0.47, 0.472, 0.429, 0.451, 0.426"",""0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8"",""[16.437], [18.775], [18.162], [15.665], [15.955], [17.137], [13.754], [17.775], [13.86], [15.627]"",""-0.0, -0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0"","", "",6,"", "",39.109"
